id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,neighbourhood_normalized,zip_code,31-12-2023,31-03-2024,30-06-2024
26843049,Pilsen HofC Deluxe *In-Unit Laundry* 2bed/1bath,100782278,Chicago Furnished,Lower West Side,41.84962,-87.68112,Entire home/apt,,32,19,34,338,2,lower west side,60608,19,81,135
26866986,★ SuperHost Modern 1 Bedroom in Center Location ★,3965428,Dominic,Near North Side,41.89862,-87.62138,Entire home/apt,,32,18,55,233,3,near north side,60610,125,90,160
26877934,"1B Chicago Room nice, Roku TV, Wifi",127235673,Alex,Edgewater,41.98631,-87.67258,Private room,,1,35,7,30,4,edgewater,78248,45,45,130.5555556
26897622,Spacious Bedroom in Modern Condo w/private bath,5725469,Hector And Mike,Uptown,41.97074,-87.65582,Private room,,1,116,1,65,23,uptown,92103,100,100,85.33333333
26940306,Cozy Hideout in Art Filled Chicago Neighborhood,202704228,Joe & Amy,Lower West Side,41.85709,-87.6568,Entire home/apt,,2,98,1,113,10,lower west side,60608,175,175,175
26959321,Exquisite Condo Steps from Lincoln Park,78910173,Jack,Lincoln Park,41.92944,-87.6406,Entire home/apt,,24,10,1,198,1,lincoln park,80204,269,259,269
26961273,(Entire house) Extended Stay Apt for Professionals,202878032,Ade And J Shuntay,South Shore,41.76768,-87.5705,Entire home/apt,,30,26,4,291,1,south shore,60619,65,174.1578947,78
26991799,15 min Ohare/Rivers Casino/ Downtown & Parking2,198731500,J.R.,Jefferson Park,41.97239,-87.77103,Entire home/apt,,1,169,4,45,8,jefferson park,90018,89,86,115
27063669,1BR Garden Unit close to Everything,26077223,Cesar,Archer Heights,41.80391,-87.72712,Entire home/apt,,2,126,1,314,43,archer heights,60632,72,80,94
27100328,Mckelvin Garden suite,203955124,Anthony,Douglas,41.83358,-87.61904,Entire home/apt,,1,151,1,122,26,douglas,60616,80,90,110
27101218,River North  2 bedroom condo with fabulous views,1161623,Lynne,Near North Side,41.89637,-87.62944,Entire home/apt,,32,23,1,235,2,near north side,60610,115,105,110
27106400,Fully Furnished Apartment Wicker Park Free Parking,33605887,Ewa,West Town,41.90222,-87.6655,Entire home/apt,,1,461,2,12,54,west town,60612,120,110,120
27168613,Princeton Bath and Tennis 1,202087077,Patrick,Fuller Park,41.81503,-87.63397,Entire home/apt,,32,111,1,311,0,fuller park,60609,25,25,25
27169700,Vintage 3BR Apartment in Logan Square,22059529,Michael,Logan Square,41.92208,-87.71617,Entire home/apt,,2,89,1,0,21,logan square,19103,85,186.1208054,227.8476821
27226695,Home Near Wrigley *Free Parking & Pet Friendly!*,46939427,Anthony,North Center,41.95656,-87.68974,Entire home/apt,,2,49,9,330,5,north center,60657,765,1148,662
27228203,Pilsen HofC I *In-Unit Laundry* 3bed/1bath Apt,100782278,Chicago Furnished,Lower West Side,41.84923,-87.68124,Entire home/apt,,32,10,34,325,0,lower west side,60608,68,99,144
27230321,"Large Space, Two Levels ,Deck, Parking",19645168,Brandon,Lincoln Park,41.92949,-87.65845,Entire home/apt,,2,159,16,204,27,lincoln park,80204,329,402,652
27247279,15min Ohare /Rivers Casino/Downtown & Parking!3,198731500,J.R.,Jefferson Park,41.97229,-87.77097,Entire home/apt,,1,128,4,65,7,jefferson park,90018,89,79,106
27260309,Victorian House in Heart of Rogers Park,4337422,Krzysztof,Rogers Park,42.0104,-87.67074,Entire home/apt,,2,69,1,123,32,rogers park,60626,475,461,496
27280746,Ina's Beachwood Inn In the Heart of Wicker Park,205507805,Mark,West Town,41.907849,-87.672184,Entire home/apt,,1,169,1,343,39,west town,60612,59,59,59
27282179,Lincoln Park/Lake View/Walk to Wrigley/Parking Inc,104419572,John,Lake View,41.93569,-87.65633,Entire home/apt,,3,302,1,108,50,lake view,60657,165,202,260
27308270,"Sophisticated, 2-BR Condo in Old Town",9094538,Nicole,Lincoln Park,41.91457,-87.64186,Entire home/apt,,32,82,6,205,17,lincoln park,80204,195,159,229
27333611,"3 Beds, 2ba Condo Neardowntown & Park",204270988,Abacus,Near West Side,41.87003,-87.68831,Entire home/apt,,1,109,4,335,23,near west side,60612,65,65,65
27336178,Hauserly on the Blvd- Apartment,59136604,Christine,Logan Square,41.91665,-87.70192,Entire home/apt,,1,11,2,52,11,logan square,19103,200,200,218
27359639,Center of Lincoln Park/Depaul/Wrigley+ parking!,153282233,Justin,Lincoln Park,41.91924,-87.6525,Entire home/apt,,1,374,10,49,34,lincoln park,80204,84,132,213
27420170,Bright & Renovated Irving Park Duplex W/ Backyard!,141303483,Angela,Irving Park,41.954819,-87.705929,Entire home/apt,,2,185,1,157,24,irving park,60618,95,95,274
27439525,Comfort  zone,206783790,Oscar,Lake View,41.93753,-87.67338,Entire home/apt,,1,196,1,288,34,lake view,60657,120,120,146
27458041,B5- Next to Downtown Chicago - Private Room,109075524,Lynn,Near West Side,41.87582,-87.6793,Private room,,2,226,7,182,38,near west side,60612,23,32,50
27471588,Bedroom,132131180,Rafael & Eugenio,West Garfield Park,41.87409,-87.73185,Private room,,31,50,2,19,10,west garfield park,60624,34,44,117.48
27489795,Vintage chic,1382472,Ani,North Center,41.96026,-87.68429,Entire home/apt,,140,0,1,232,0,north center,60657,56,56,56
27490262,Designer Logan Square 2br Apartment,207183863,Thom,Logan Square,41.927542,-87.697815,Entire home/apt,,32,157,1,337,0,logan square,19103,64,59,59
27490933,6BR/2BA Home - Modern Comfort Meets Historic Charm,72651433,Jacob,South Shore,41.76060867,-87.55973053,Entire home/apt,,3,77,10,24,14,south shore,60619,137,181,402
27553317,Visit United Center & Explore The City of Chicago,156238470,Zed,Near West Side,41.88221,-87.67922,Entire home/apt,,2,244,1,8,19,near west side,60612,100,126,169
27553507,ENTIRE CLEAN MODERN 2 BR APT HAVEN/GARAGE PARKING,93296905,Sandra,Belmont Cragin,41.91878,-87.75921,Entire home/apt,,1,157,1,125,8,belmont cragin,60639,43,31,25
27553988,Calumet Park Townhouse/ Chell's Hideaway,167299258,Rochelle,West Pullman,41.67049,-87.65929,Entire home/apt,,4,67,1,127,14,west pullman,60628,45,31,0
27583390,Trendy Old Irving Apartment,74234277,Max & Margarita,Irving Park,41.95517,-87.74019,Entire home/apt,,3,86,1,206,7,irving park,60618,127,126,171
27584436,Two Bedroom Apartment Easy Access to Convention,250400,Dan,South Lawndale,41.85281,-87.69676,Entire home/apt,,4,4,5,46,2,south lawndale,60632,169,129,129
27584585,Great location! Spacious and stylish residence!,58868732,Jake,Lake View,41.94259,-87.6487,Entire home/apt,,2,196,1,158,31,lake view,60657,159,157,413
27624908,Classic Logan Square Bungalow w/ Mid-Century Charm,12579522,Jack,Logan Square,41.92866,-87.71376,Entire home/apt,,3,30,1,63,2,logan square,19103,150,250.2222222,153
27639463,Sunny Apartment Just 2 Blocks from Wrigley and Boystown,102712724,Mike,Lake View,41.95211,-87.6559,Entire home/apt,,2,295,1,102,65,lake view,60657,141,115,247
27732402,MedDistrict Spacious 1bed/1bath + Free Laundry,100782278,Chicago Furnished,Near West Side,41.8777,-87.68215,Entire home/apt,,32,11,34,313,2,near west side,60612,68,99,107
27761744,Relax Open Atomosphere Home,209558158,Stephanie,North Center,41.93908,-87.67829,Private room,,2,68,2,125,2,north center,60657,157,157,157
27783440,Soak Up Mid-Century Style in Wrigleyville and Boystown,47263109,Matt,Lake View,41.94667,-87.64369,Entire home/apt,,2,118,1,146,15,lake view,60657,707,707,707
27785167,Spacious & private! Free parking! Great location!,27133792,Dan,West Town,41.89806,-87.65788,Entire home/apt,,2,315,1,64,44,west town,60612,129,90,152
27799542,Modern Ukrainian Village 2 Bed 2 Bath Apartment,12831311,Sukh,West Town,41.89199,-87.6847,Entire home/apt,,1,20,1,43,13,west town,60612,104,165,195
27804909,Oasis In The Chi - HOME,17493679,Cass,Auburn Gresham,41.75234,-87.65656,Entire home/apt,,32,1,4,83,0,auburn gresham,60620,325,325,325
27814729,Chicago’s Home Away From Home - Bedroom #1,66268005,Ahja,North Lawndale,41.85403,-87.7236,Private room,,7,11,2,0,2,north lawndale,60623,45,39,40.33333333
27830773,Study oasis with private 1/2 bath,91946836,Jordan,Hyde Park,41.79964,-87.59896,Private room,,32,42,2,29,0,hyde park,63107,40,40,40
27849785,Modern Open Atomosphere Home,209558158,Stephanie,North Center,41.93887,-87.67798,Private room,,2,94,2,114,2,north center,60657,157,157,157
27853037,Pilsen HofC Tranquil *In-Unit Laundry* 2bed/1bath,100782278,Chicago Furnished,Lower West Side,41.84905,-87.68058,Entire home/apt,,32,14,34,278,2,lower west side,60608,76,88,119
27872315,"Charming Apt. near Wrigley/Cubs, Ravenswood/Uptown",16855519,Sara & Salvador,Uptown,41.96248,-87.66653,Entire home/apt,,2,176,1,17,22,uptown,92103,90,96,101
27890313,Oasis in The Chi QUEEN1,17493679,Cass,Auburn Gresham,41.75241,-87.65611,Private room,,32,3,4,89,0,auburn gresham,60620,59,59,59
27907713,Single Family Home on Quiet Dead End Street,2057290,Justin,Hermosa,41.91394,-87.72486,Private room,,32,0,1,267,0,hermosa,60639,65,65,65
28052689,Cozy 1 Bedroom Apartment at Avondale!,3920450,Vas,Avondale,41.93927,-87.71772,Entire home/apt,,32,16,4,196,4,avondale,95824,76,58,74
28132761,"3br W/ Elevator, Patio & Laundry Near the Red Line",192743804,Fenton,Uptown,41.96231842,-87.66576385,Entire home/apt,,1,190,3,331,27,uptown,92103,95,95,95
28133387,6 Bedrooms In Beautiful Sheridan Park!,192743804,Fenton,Uptown,41.96231842,-87.66576385,Entire home/apt,,1,12,3,328,2,uptown,92103,95,95,297
28152683,Independence Park Place,178334811,Carol,Irving Park,41.95757,-87.72495,Entire home/apt,,32,97,1,32,1,irving park,60618,110,110,159.0714286
28260301,Convenient Brand New 3 Bedroom Apartment w/WIFI,213450737,John,Bridgeport,41.84545,-87.64669,Entire home/apt,,32,154,2,351,0,bridgeport,60616,215,183,183
28281379,"Cozy, quiet, artsy, vintage, queer-friendly room",36541232,G,West Town,41.9057,-87.68909,Private room,,32,42,2,46,0,west town,60612,44,105.8125,46
28283064,"Belmont House, Classy & Chic/walk to Wrigley Fld",58261438,Blaise,Lake View,41.94035,-87.66589,Entire home/apt,,1,167,1,263,29,lake view,60657,115,130,188
28287649,Home away from home!,60521191,Sonia,Lincoln Park,41.91568,-87.6395,Entire home/apt,,32,55,1,344,0,lincoln park,80204,336,300,314
28300542,"Comfortable North Center Garden Apartment, 2BR",127245480,Paula,North Center,41.95676,-87.6783,Entire home/apt,,32,81,1,166,4,north center,60657,110,110,110
28303715,Downtown Gem *Patio *Parking *Huge,41862889,Alexandra,Near North Side,41.90822,-87.63859,Entire home/apt,,2,27,3,274,3,near north side,60610,985,874,1516
28340486,Oasis in The Chi - QUEEN2,17493679,Cass,Auburn Gresham,41.75368,-87.65483,Private room,,32,2,4,89,0,auburn gresham,60620,79,79,79
28359732,Custom Apartment in the heart of Avondale,30435360,Jen,Avondale,41.93585,-87.70986,Entire home/apt,,2,128,1,313,26,avondale,95824,133,97,150
28361473,Opulent 3bdr2bth Old Town Luxury + Parking prmts,88052222,Adrian & Veronica,Lincoln Park,41.91295,-87.63452,Entire home/apt,,2,69,4,325,12,lincoln park,80204,765,520,799
28362943,Cozy Concrete Chicago,23570416,Kelly,Irving Park,41.94345,-87.73598,Entire home/apt,,32,25,1,30,8,irving park,60618,148,148,159.0714286
28364650,Cozy Private Coach House,52725236,Wendi,Logan Square,41.92258,-87.70096,Entire home/apt,,3,214,3,62,25,logan square,19103,132,120,132
28402457,Lovely 1920's Quiet Charming Building,12909422,Stephanie,Rogers Park,42.0206,-87.66525,Private room,,32,10,1,268,1,rogers park,60626,60,60,60
28405971,Chicago-Themed Condo,52806890,Inez,West Town,41.89692,-87.67126,Entire home/apt,,1,245,1,301,34,west town,60612,89,127,142
28444302,Beautiful & Inspiring Three Bedroom Home in Roscoe Village,86318831,Andrei,North Center,41.94069,-87.67892,Entire home/apt,,2,335,4,106,62,north center,60657,155,155,193
28459886,"Beautiful Modern, large, 4BR/4BA Private Home",2465807,Frank,Logan Square,41.91864,-87.68169,Entire home/apt,,2,86,1,7,4,logan square,19103,643,600,600
28510810,Sun-Filled King Room in Boutique Wicker Park B&B,81779,Laura,West Town,41.90543,-87.67264,Hotel room,,32,5,10,145,0,west town,60612,162,161,230
28510957,King Room in Boutique Wicker Park B&B,81779,Laura,West Town,41.90702,-87.67183,Hotel room,,1,47,10,143,30,west town,60612,143,142,209
28511244,Spacious King Room in Boutique Wicker Park B&B,81779,Laura,West Town,41.90768,-87.67212,Hotel room,,32,5,10,156,1,west town,60612,152,150,220
28511296,Luxurious King Room in Boutique Wicker Park B&B,81779,Laura,West Town,41.90758,-87.67315,Hotel room,,32,4,10,156,0,west town,60612,179,170,243
28511402,Gorgeous King Room in Boutique Wicker Park B&B,81779,Laura,West Town,41.90569,-87.67339,Hotel room,,32,26,10,158,1,west town,60612,152,149,224
28511620,Peaceful King Room in Boutique Wicker Park B&B,81779,Laura,West Town,41.90554,-87.67377,Hotel room,,32,12,10,128,1,west town,60612,163,178,239
28511708,Queen Room w/ Balcony in Boutique Wicker Park B&B,81779,Laura,West Town,41.90569,-87.6719,Hotel room,,32,45,10,153,5,west town,60612,130,130,206
28511827,Romantic Queen Room in Boutique Wicker Park B&B,81779,Laura,West Town,41.90562,-87.67317,Hotel room,,32,5,10,127,0,west town,60612,152,135,203
28511937,Romantic King Room in Boutique Wicker Park B&B,81779,Laura,West Town,41.90713,-87.67388,Hotel room,,32,26,10,150,3,west town,60612,178,181,232
28522014,"Bright, Gorgeous Apt Private Parking available",149317569,Tony,Lower West Side,41.85347,-87.68362,Entire home/apt,,2,164,2,307,21,lower west side,60608,111,120,156
28558169,"Beautiful 2BR overlooking park, 3 mi from downtown",25561251,Chicago Home Stays,Bridgeport,41.83999,-87.6488,Entire home/apt,,32,136,8,233,3,bridgeport,60616,44,51,66
28564489,Convenient Hyde Park 2 Bedroom Apartment,215582020,Stephen And Trecia,Hyde Park,41.80125,-87.58876,Entire home/apt,,3,200,1,90,31,hyde park,63107,100,107,129
28612926,1 mile from Wrigley Field,6740588,Kelly,Lake View,41.93957,-87.66604,Entire home/apt,,2,182,1,30,27,lake view,60657,109,129,164
28615266,Location! Modern Condo in the Heart of Downtown,10981313,Aly,Loop,41.88529,-87.62971,Entire home/apt,,32,33,3,43,1,loop,60605,151,150,185
28615463,Chicago Vintage Home,189215722,Teresa,Bridgeport,41.83887,-87.63924,Entire home/apt,,3,164,1,203,30,bridgeport,60616,106,94,100
28714602,MedDistrict Expansive 1bed/1bath + Free Laundry,100782278,Chicago Furnished,Near West Side,41.87775,-87.68219,Entire home/apt,,32,14,34,296,3,near west side,60612,72,72,109
28777485,Mike and Angie’s Nest,217063561,Angie,Humboldt Park,41.90509,-87.7128,Entire home/apt,,2,137,1,227,33,humboldt park,60651,111,102,116
28779546,Lakeview/Boystown Private Room in Modern Unit,18037070,Ezgi,Lake View,41.94950971,-87.64482344,Private room,,2,112,1,11,14,lake view,60657,55,70,67
28803574,Bright family-friendly Lincoln Square 2-bed 1-bath,8536881,Marla,Lincoln Square,41.97328,-87.69466,Entire home/apt,,1,327,1,135,53,lincoln square,60625,120,124,137
28811137,Cozy loft in Chicago's Uptown,138808212,Steve,Uptown,41.96871,-87.6574,Entire home/apt,,2,270,1,54,33,uptown,92103,123,120,122
28842296,Spacious Two Story Luxurious Home w/Outdoor Deck!,8253783,Robert,Lake View,41.93448,-87.65906,Entire home/apt,,2,116,2,316,25,lake view,60657,368,324,389
28864302,Pilsen HofC Boutique *In-Unit Laundry* 2bed/1bath,100782278,Chicago Furnished,Lower West Side,41.85103,-87.68133,Entire home/apt,,32,17,34,338,3,lower west side,60608,81,86,124
28909247,Alluring Condo Minutes from the Loop & 606 Trail,212240618,Felicia,Logan Square,41.91504,-87.7179,Private room,,32,9,1,88,0,logan square,19103,170,170,170
28913455,Checkerboard Studio with Private Outdoor Hot Tub and Yard,30073391,Brad,West Town,41.90736,-87.68954,Entire home/apt,,2,404,5,122,70,west town,60612,103,95,138
28916065,"Unique, comfortable oasis in the city",92534777,Ria,Avondale,41.9342,-87.69292,Entire home/apt,,2,134,2,63,5,avondale,95824,96,125,165
28948015,Master Bedrm with private bathrm/large closet MB1,18714715,Aiste,Near West Side,41.88048,-87.68637,Private room,,32,12,9,331,1,near west side,60612,57,57,70
28948832,Bright Spacious Bedroom with closet BB1,18714715,Aiste,Near West Side,41.8801,-87.6869,Private room,,32,14,9,187,1,near west side,60612,50,50,65
28982045,Lincoln Pk-parking-wifi-King bd-crib-kid friendly,185334362,Michael,Lincoln Park,41.91789,-87.64532,Entire home/apt,,2,312,1,30,62,lincoln park,80204,169,207,262
28991510,"Renovated, peaceful 1BR with great natural light!",9094538,Nicole,Edgewater,41.98968,-87.66152,Entire home/apt,,32,35,6,130,1,edgewater,78248,94,88,119
29050721,“The Rainbow Suite” 420 Friendly - Free Parking,35342456,Roberto,Portage Park,41.94011,-87.75711,Private room,,2,13,23,257,5,portage park,60634,73,75,86
29051465,LT 420Friendly Mary Jane Suite,35342456,Roberto,Belmont Cragin,41.9383,-87.75677,Private room,,32,21,23,252,0,belmont cragin,60639,122,122,122
29052611,LT “The Sunflower Suite” 420Friendly Free Parking,35342456,Roberto,Portage Park,41.9388,-87.75524,Entire home/apt,,32,0,23,360,0,portage park,60634,370,364,364
29053143,"Sunny, Cozy, Colorful  Andersonville",218940261,Lida,Uptown,41.97397,-87.67147,Entire home/apt,,2,260,1,107,35,uptown,92103,114,123,142
29061285,Room in Chicago home,153829791,Venisha,Washington Heights,41.72869,-87.65808,Private room,,32,47,3,63,0,washington heights,10039,29,35,35
29093342,Traveler's Dream - 1 bed in a shared bedroom,57387860,Freehand,Near North Side,41.8923,-87.627335,Hotel room,,1,79,21,282,8,near north side,60610,23,33,79
29093360,Hotel Perks - Private Bedroom | Private Bathroom,57387860,Freehand,Near North Side,41.8923,-87.62734,Hotel room,,1,24,21,283,0,near north side,60610,103,97,322
29093384,Traveler's Dream - 1 bed in a shared bedroom,57387860,Freehand,Near North Side,41.8923,-87.627335,Shared room,,1,1777,21,282,429,near north side,60610,23,33,79
29103060,Elegant & Clean Cottage Apt 20 minutes from O’Hare,54498471,Elliot & Deena,Jefferson Park,41.97052,-87.75786,Entire home/apt,,3,173,1,291,38,jefferson park,90018,163,134,201
29120761,WELCOME TO NANCY'S PAD!,219447316,Nancy,Lake View,41.93812,-87.67068,Entire home/apt,,2,249,1,248,54,lake view,60657,98,102,105
29129510,Lovely Bedroom 1 in a New Renovated Apartment,1224828,Tippi,Irving Park,41.95646286,-87.72673798,Private room,,2,47,2,29,18,irving park,60618,55,55,60
29191606,"Elegant 3/BR w/Balcony by Downtown, Chinatown",219977804,Jake,Bridgeport,41.84547,-87.64532,Entire home/apt,,2,163,5,329,20,bridgeport,60616,163,182,236
29209840,Stay with friends in Unique Andersonville Home!,90128865,Marty & Rob,Edgewater,41.98847,-87.67075,Private room,,3,8,3,70,1,edgewater,78248,150,175,185
29216241,Enjoy cozy apartment with private entrace,52396703,Douglas,West Garfield Park,41.87475,-87.72419,Entire home/apt,,32,0,1,365,0,west garfield park,60624,120,120,120
29231503,Chicago Speakeasy-Style Loft Space (Room 1A),51668477,Michael,Near North Side,41.88873,-87.63055,Private room,,1,548,9,242,81,near north side,60610,100,100,120
29280135,✪ Cozy 1 Bedroom Condo in Wicker Park ✪,106272773,"You Are Where I Go, LLC",West Town,41.90713,-87.66578,Entire home/apt,,1,102,1,281,18,west town,60612,102,116,168
29283596,Cortez House - 2BR - Free Parking - Great Beds,104346599,Jordan,West Town,41.90125,-87.69439,Entire home/apt,,3,149,1,58,16,west town,60612,99,150,184
29308967,Roose WestSide Penthouse,94883388,Winston,North Lawndale,41.86569,-87.69819,Entire home/apt,,32,10,1,89,0,north lawndale,60623,150,150,150
29371285,J2.Next to Downtown!By bus to go straight Downtown,220441747,Luiz,East Garfield Park,41.87341,-87.69506,Private room,,2,240,10,170,46,east garfield park,60612,23,33,45
29371395,J3.Next to Downtown!By bus to go straight Downtown,220441747,Luiz,East Garfield Park,41.87459,-87.6933,Private room,,2,151,10,180,23,east garfield park,60612,23,33,44
29371812,J44.Next toDowntown!By bus to go straight Downtown,220441747,Luiz,East Garfield Park,41.87483,-87.69308,Private room,,2,168,10,187,17,east garfield park,60612,23,33,42
29391145,Sawyer Get-Away in Logan Square,11013693,Clemencia,Logan Square,41.92932,-87.70915,Entire home/apt,,2,295,2,109,41,logan square,19103,125,134,126
29392758,Explore Chicago from an Urban Sanctuary with Free Parking,117498144,Dasha & Owen,Irving Park,41.94176,-87.72921,Entire home/apt,,1,604,5,315,91,irving park,60618,59,68,98
29413045,"Gracious home, superb location, 4 Covid vax pls",221566015,Molly,Kenwood,41.80816,-87.59339,Private room,,3,90,1,216,9,kenwood,55405,100,115,115
